"variableName","Labels","labelValues","fileFormat"
"srwgt84","School BRR-Fay Replicate Weight 84","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt85","School BRR-Fay Replicate Weight 85","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt86","School BRR-Fay Replicate Weight 86","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt87","School BRR-Fay Replicate Weight 87","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt88","School BRR-Fay Replicate Weight 88","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt89","School BRR-Fay Replicate Weight 89","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt90","School BRR-Fay Replicate Weight 90","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt91","School BRR-Fay Replicate Weight 91","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt92","School BRR-Fay Replicate Weight 92","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt93","School BRR-Fay Replicate Weight 93","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt94","School BRR-Fay Replicate Weight 94","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt95","School BRR-Fay Replicate Weight 95","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt96","School BRR-Fay Replicate Weight 96","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt97","School BRR-Fay Replicate Weight 97","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt98","School BRR-Fay Replicate Weight 98","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt99","School BRR-Fay Replicate Weight 99","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt100","School BRR-Fay Replicate Weight 100","NOT ADMINISTERED; OMITTED OR INVALID","School"
"stratio","Student - Teacher Ratio","NOT ADMINISTERED; OMITTED OR INVALID","School"
"tpratio","Teacher - Pedagogical Support Personnel Ratio","NOT ADMINISTERED; OMITTED OR INVALID","School"
"taratio","Teacher - Administrative or Management Personnel Ratio","NOT ADMINISTERED; OMITTED OR INVALID","School"
"schloc","School location - collapsed","RURAL (UP TO 3,000 PEOPLE); TOWN (3,001 TO 100,000 PEOPLE); CITY (MORE THAN 100,000 PEOPLE); NOT ADMINISTERED; OMITTED OR INVALID","School"
"pragegr","Principal Age Groups","UNDER 40; 40-49; 50-59; 60 AND ABOVE; NOT ADMINISTERED; OMITTED OR INVALID","School"
"nenrstud","Number of enrolled students","UNDER 250; 250-499; 500-749; 750-999; 1000 AND ABOVE; NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3pauts","School autonomy for staffing","NO AUTONOMY; MIXED AUTONOMY; AUTONOMY; NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3pautb","School autonomy for budgeting","NO AUTONOMY; MIXED AUTONOMY; AUTONOMY; NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3pautp","School autonomy for educational policies","NO AUTONOMY; MIXED AUTONOMY; AUTONOMY; NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3pauti","School autonomy for instructional policies","NO AUTONOMY; MIXED AUTONOMY; AUTONOMY; NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3placre","Lack of resources","NOT A PROBLEM; A BIT OF A PROBLEM; A PROBLEM; NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3placma","Lack of material resources","NOT A PROBLEM; A BIT OF A PROBLEM; A PROBLEM; NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3pacad","Academic pressure / Metric (All)","NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3pcom","Stakeholder involvement, partnership / Metric (All)","NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3pdeli","School delinquency and violence / Configural (All)","NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3pdivb","Diversity beliefs / Scalar (1, 2) - Configural (3)","NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3pleads","School Leadership / Metric (1, 2) - Scalar (3)","NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3placsn","Lack of special needs personnel / Metric (All)","NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3porgin","Organizational innovativeness / Configural (All)","NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3pjsenv","Job satisfaction with work environment, principal / Configural (All)","NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3pjspro","Job satisfaction with profession, principal / Configural (1, 2) - Metric (3)","NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3pleadp","Participation among stakeholders, principals / Metric (All)","NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3pjobsa","Job satisfaction, overall, teacher / Configural (All)","NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3pautc","School autonomy for curriculum","NO AUTONOMY; MIXED AUTONOMY; AUTONOMY; NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3placpe","Lack of pedagogical personnel","NOT A PROBLEM; A BIT OF A PROBLEM; A PROBLEM; NOT ADMINISTERED; OMITTED OR INVALID","School"
"t3pwload","Workload stress / Metric (1, 3) - Configural (2)","NOT ADMINISTERED; OMITTED OR INVALID","School"
"ieadate","Date","NOT ADMINISTERED; OMITTED OR INVALID","School"
"version","Version","NOT ADMINISTERED; OMITTED OR INVALID","School"
